	acc model caption	acc human caption	is_video	model caption	human caption	img_set	target_idx	acc annot on model	acc annot on human
2141	1	0	1	A person is cooking a cake on a plate.	The mixed batter is in the center of the metal sheet under it, with both of the person's hands mostly visible. 	YouCook-video0008-shot2_1	4	0	0
2144	1	0	1	A dog standing in a room in front of a door.	A picture of a dog at the end of a hallway.  Something is coming from the left but you can't see what it is yet. 	MSR-VTT-videoTestVideo_video8052-shot1_1	4	1	1
2145	1	0	1	A picture of a plane with a clock on it.	the picture on the bottom is more than halfway off frame	MSR-VTT-videoTestVideo_video8687-shot1_0	4	0	0
2146	1	0	1	A view of a plane flying through a window.	The clock on the right is showing a time five minutes past an hour and the bottom image has not quite reached even with the upper photo.	MSR-VTT-videoTestVideo_video8687-shot1_0	6	0	1
2147	1	0	1	A man standing next to a woman in a classroom.	the person in purple in the forground is visible up to just below their chin	MSR-VTT-videoTestVideo_video9228-shot4_1	2	0	0
2148	1	1	1	A group of kids sitting at a table in a classroom.	The male student in the black sweater had his head down and writing. There is no image overlay.	MSR-VTT-videoTestVideo_video9228-shot4_1	4	0	1
2149	1	0	1	A white bird standing on top of a white chair.	The bird is facing to the left and its wing is completely back down on its body. 	MSR-VTT-videoTestVideo_video7113-shot1_1	7	0	1
2150	0	0	1	A couple of people jumping on top of a couple of chairs.	The bird has just gone more upright and the top of its head is off the top of the image.  You can just barely see one of its eyes. 	MSR-VTT-videoTestVideo_video7113-shot1_1	8	0	0
2151	0	1	1	A dog jumping over a chair in a room.	The top of the bird's head is cut off by the top edge of the photo. The bird's back is to us and nothing is blocking the bird's body.	MSR-VTT-videoTestVideo_video7113-shot1_1	9	0	1
2153	0	0	1	A woman standing next to a tree with a white shirt.	The right side of the woman's mouth is open. The text is very light, not readable.	MSR-VTT-videoTestVideo_video7954-shot1_1	8	0	0
2154	1	0	1	A woman sitting on a bench next to a bag.	The woman's eyes are closed, the image is clear and all of her hair is visible.	video-storytelling-videocamping_1OzbiB1TIWI-shot11_9	3	0	1
2156	0	0	1	A woman holding a bowl of cereal in front of a freezer.	the box is perfectly straight up and down, not leaning to either side	YouCook-video0013-shot0_0	7	0	1
2163	1	0	1	A child standing next to a fire hydrant.	The boy is slightly looking upwards and you can clearly see the man's left hand at the top of the hat	MSR-VTT-videoTestVideo_video9036-shot2_2	5	0	0
2168	0	0	1	A woman standing in front of a kitchen door.	The woman's bottom teeth are visible but not her top teeth. Her right ear is slightly covering the cabinet behind it in the background but not the rest of her head.	YouCook-video0010-shot0_1	5	0	1
2169	1	0	1	A motorcycle parked next to a parked motorcycle.	The fender with the letters on it is pointing towards the bottom right. There's a tiny black spot or hole directly under the muffler, and another one close by to the left.	MSR-VTT-videoTestVideo_video9996-shot1_2	9	0	1
2170	1	0	1	A couple of women sitting on a bench next to each other.	The three women are completely in frame. The glasses of the lady closest are completely white.	video-storytelling-videocamping_1OzbiB1TIWI-shot12_13	2	0	1
2171	0	0	1	A woman sitting on top of a bench in a park.	The picture is not very blurry. The girl in the camo jacket is pointing at the camera, her face is half cut off, can't see her nose.	video-storytelling-videocamping_1OzbiB1TIWI-shot12_13	4	0	1
2172	1	1	1	A woman standing next to a dog in a kitchen.	A woman carrying a white box is in the process of walking through a doorframe	video-storytelling-videobirthday_fwpYnUDbusw-shot18_0	0	1	1
2173	1	0	1	A woman standing in the middle of a kitchen.	The woman is walking through the door.  Her right leg is slightly ahead of the left and she is looking down. 	video-storytelling-videobirthday_fwpYnUDbusw-shot18_0	1	0	0
2175	0	0	1	A couple of people standing next to each other.	There is a man covered in a white substance.  He has just moved a bit and you can see part of the woman's face in the background. 	MSR-VTT-videoTestVideo_video7137-shot1_1	8	0	0
2178	0	0	1	A group of kids riding a skateboard on a sidewalk.	Several male dancers are dipping their partners as low as they can go.	MSR-VTT-videoTestVideo_video8144-shot2_2	3	0	1
2187	1	0	1	A woman is making a batter in a kitchen.	The woman is holding a spatula in her right hand and it is over the pan on the stovetop.  	YouCook-video0058-shot9_0	0	1	1
2189	1	0	1	A man wearing glasses and a helmet is taking a picture.	The hand is under the collar area of the orange jacket. It's not close to his chin.	video-storytelling-videobirthday__amwPjAcoC8-shot78_0	5	0	1
2190	0	0	1	A group of people walking down a busy street.	There is a van facing toward the right side. It is half hidden behind the people.	MSR-VTT-videoTestVideo_video8022-shot1_1	6	0	1
2191	1	0	1	A woman standing next to a bus on the side of the road.	There is a van crossing to the right behind the people on the left.  You can see most of the front 2/3 of the van	MSR-VTT-videoTestVideo_video8022-shot1_1	7	0	1
2192	1	0	1	A group of people standing around a table.	A low shot of a person playing guitar.  His legs are roughly even with each other and the left leg is slightly bent. 	MSR-VTT-videoTestVideo_video7960-shot0_2	0	0	0
2193	1	0	1	A man standing in front of a crowd of people.	The female dancer in the black bikini in the middle has her left knee touch the knee of the guitarist.	MSR-VTT-videoTestVideo_video7960-shot0_2	2	0	0
2194	1	0	1	A group of people standing in front of a horse.	The text at the bottom of the picture starts to appear. You can't see the top of the man's head in red.	MSR-VTT-videoTestVideo_video9248-shot0_1	2	0	1
2195	1	1	1	A group of people are sitting on top of a horse.	The text box is fully shown but is not covering the white star on the head of the horse on the left.	MSR-VTT-videoTestVideo_video9248-shot0_1	3	1	1
2196	0	1	1	A group of people standing in front of a horse.	The horse on the right has it's ear covered by the logo in the corner.	MSR-VTT-videoTestVideo_video9248-shot0_1	4	0	1
2199	1	0	1	A woman walking down the street carrying a pink purse.	Both her feet are visible. Her left foot is behind her and just coming off the ground.	MSR-VTT-videoTestVideo_video7522-shot4_0	6	0	1
2201	1	0	1	A child standing next to a car in a parking lot.	Half of the blurry woman on the couch is visible.	video-storytelling-videochristmas_5RR_sRzKODA-shot30_11	7	0	1
2202	0	1	1	A little boy playing with a bunch of toys.	The gift wrapper is behind the child head.  It looks like he has a unicorn horn sticking out of his forehead.	video-storytelling-videochristmas_5RR_sRzKODA-shot20_14	4	0	1
2203	1	1	1	A man holding a bottle of water in his hand.	The man is holding a bottle of yellow liquid with the back leg of the chair behind it roughly running through the middle below it	MSR-VTT-videoTestVideo_video8191-shot1_0	1	0	0
2204	1	0	1	A person holding a hot dog on a wire rack.	You can just see the pan a bit and can see the handle of the pan.  He is about to pour the olive oil into the pan. 	MSR-VTT-videoTestVideo_video8191-shot1_0	2	0	0
2205	1	0	1	A baby sucking on a cup of coffee in a living room.	You can't see the person's head who has the plaid pants on but you can see her arm and shoulder. 	video-storytelling-videochristmas_5RR_sRzKODA-shot30_8	5	0	1
2206	1	0	1	A baby sitting on top of a couch next to a bookshelf.	The very tiniest sliver of the pink sleeve of the woman sitting on the sofa is visible on the left edge.	video-storytelling-videochristmas_5RR_sRzKODA-shot30_8	7	0	0
2208	1	1	1	A man and woman sitting in the back seat of a car.	The man and woman are both looking to their right. His hands are not visible on the wheel and a lamppost is visible in the background.	MSR-VTT-videoTestVideo_video8971-shot1_1	2	0	0
2212	1	0	1	A picture of a train that is on a train track.	The cannons are at the very bottom of the frame	MSR-VTT-videoTestVideo_video8896-shot1_2	6	0	1
2214	0	0	1	A picture of a volleyball player sitting on a beach.	The giant smiling monster fills the center of the picture. The icons of the four players are seen at the bottom. 	MSR-VTT-videoTestVideo_video8896-shot1_2	8	0	0
2216	1	0	1	A person with a horse and a dog on a beach.	The woman has completed her turn with her back to the camera. Her left leg is completely blocked by her right. 	MSR-VTT-videoTestVideo_video9577-shot1_2	7	0	0
2217	0	0	1	a close up of a man with a hat on his head.	The head of the guy in the center is covering just the nose of the guy in the red shirt.	MSR-VTT-videoTestVideo_video8318-shot0_1	1	0	1
2218	1	0	1	A man wearing a hat with a hat on his head.	The person in the front has just blocked most of the person's face who is on the left.  You can only see that person's sideburns. 	MSR-VTT-videoTestVideo_video8318-shot0_1	3	0	0
2221	1	0	1	A woman is sitting on a chair in a room.	Two women and a man with faces visible; one woman stands behind the other woman.	MSR-VTT-videoTestVideo_video8166-shot1_1	6	0	1
2223	0	0	1	A group of people sitting together in a room.	The man has a white thing on his head.  You can only see the right side of his face because the other half is blocked by a woman. 	MSR-VTT-videoTestVideo_video8166-shot1_1	8	1	0
2225	1	1	1	A couple of dogs sitting next to each other in front of a screen.	A picture of the front of two cartoon characters.  The one on the right has a propeller hat.  You can see all 4 eyes. 	MSR-VTT-videoTestVideo_video8385-shot1_0	5	1	1
2229	0	0	1	A man holding a bowl of food in his hand.	The man has his arm high up that his hand can't be seen.	MSR-VTT-videoTestVideo_video8606-shot1_0	6	0	1
2233	1	0	1	A man in a suit and tie stands in front of a crowd.	A stern looking man is looking to the right slightly but mostly straight ahead.  There are a lot of lights behind his head over both shoulders.  	MSR-VTT-videoTestVideo_video9634-shot1_0	0	0	1
2238	1	0	1	A little boy playing with a baby on a Christmas tree.	The left hand is pressed against the object. The middle and ring finger are together, with some space between the middle and pointer and the ring and pinkie fingers.	video-storytelling-videochristmas_5RR_sRzKODA-shot20_8	7	0	1
2239	1	0	1	A little boy wearing a green jersey holding a baseball bat.	The boy's hand is up and covers most of his one eye on the left of the picture.	video-storytelling-videobirthday__amwPjAcoC8-shot11_1	7	0	1
2241	0	1	1	A little boy wearing a green helmet standing in front of a building.	The picture is brighter.  The boy is smiling and you can see both his top and bottom teeth.  You can't see any hands. 	video-storytelling-videobirthday__amwPjAcoC8-shot11_1	9	0	1
2242	0	0	1	A man standing in front of a fence holding a toy bat.	The man with the white shirt has just went behind the person to the left side of the image.  You can see his entire body. 	MSR-VTT-videoTestVideo_video8842-shot1_0	5	1	1
2243	0	0	1	A man and a woman standing next to each other.	The person in red shorts is on the left side of the picture, there is a small gap between him and the other guy but he is fully in the frame.	MSR-VTT-videoTestVideo_video8842-shot1_0	6	0	1
2244	0	0	1	A woman holding a cat in her hand.	The woman's fingers are right by the left ear of the cat	MSR-VTT-videoTestVideo_video8965-shot1_0	2	0	0
2245	0	0	1	A woman petting a cat in a room.	You can see the black cat's front paws for the first time. 	MSR-VTT-videoTestVideo_video8965-shot1_0	4	0	0
2246	0	0	1	A picture of a plate of food on a plate.	There is new picture of a pie plate with a black background coming in over top of the blue plate. The blue plate picture is covering the right 1/4 of the entire screen. 	MSR-VTT-videoTestVideo_video9640-shot1_1	3	0	1
2247	1	0	1	A white plate topped with a bowl of food.	Only one dish is visible. The right edge of the dish is against the right edge of the frame.	MSR-VTT-videoTestVideo_video9640-shot1_1	5	0	1
